 netid  |    concept     |       function       |      timestamp      | c  | t  
 rb358  | Strings        | Find                 | 02/15/2020 20:17:37 |  2 |  2
 rb358  | Strings        | Index/Slice          | 02/15/2020 20:17:37 |  2 |  2
 rb358  | Strings        | Join                 | 02/15/2020 20:17:37 |  0 |  2
 rb358  | Strings        | Split                | 02/15/2020 20:17:37 |  0 |  2
 mm793  | Strings        | Find                 | 02/15/2020 20:20:40 |  5 |  5
 mm793  | Strings        | Find                 | 02/15/2020 20:21:27 |  5 |  5
 mm793  | Strings        | Find                 | 02/15/2020 20:21:57 |  5 |  5
 mm793  | Strings        | Index/Slice          | 02/15/2020 20:22:46 |  5 |  5
 mm793  | Strings        | Index/Slice          | 02/15/2020 20:23:24 |  5 |  5
 mm793  | Strings        | Index/Slice          | 02/15/2020 20:24:01 |  5 |  5
 mm793  | Strings        | Index/Slice          | 02/15/2020 20:25:21 |  5 |  5
 mm793  | Strings        | Join                 | 02/15/2020 20:26:38 |  2 |  5
 mm793  | Strings        | Join                 | 02/15/2020 20:28:09 |  5 |  5
 ail9   | Lists          | Adding               | 02/15/2020 20:28:32 |  1 |  1
 ail9   | Lists          | Appending            | 02/15/2020 20:28:32 |  1 |  2
 mm793  | Strings        | Join                 | 02/15/2020 20:34:12 |  5 |  5
 jac159 | Lists          | Appending            | 02/15/2020 20:34:28 |  1 |  1
 jac159 | Math operators | Exponents            | 02/15/2020 20:34:28 |  1 |  1
 jac159 | Math operators | Floor Division       | 02/15/2020 20:34:28 |  1 |  1
 jac159 | Math operators | Mod                  | 02/15/2020 20:34:28 |  1 |  1
 jac159 | Strings        | Find                 | 02/15/2020 20:34:28 |  1 |  1
 jac159 | Strings        | Index/Slice          | 02/15/2020 20:34:28 |  1 |  1
 jac159 | Strings        | Join                 | 02/15/2020 20:34:28 |  1 |  1
 jac159 | Strings        | Split                | 02/15/2020 20:34:28 |  0 |  1
 cd283  | Lists          | Adding               | 02/15/2020 20:36:26 |  5 |  5
 cd283  | Lists          | Adding               | 02/15/2020 20:37:07 |  5 |  5
 cd283  | Lists          | Appending            | 02/15/2020 20:42:12 |  5 |  5
 jac159 | Lists          | Appending            | 02/15/2020 20:48:40 |  1 |  1
 jac159 | Math operators | Exponents            | 02/15/2020 20:48:40 |  1 |  1
 jac159 | Math operators | Floor Division       | 02/15/2020 20:48:40 |  1 |  1
 jac159 | Math operators | Mod                  | 02/15/2020 20:48:40 |  1 |  1
 jac159 | Strings        | Find                 | 02/15/2020 20:48:40 |  1 |  1
 jac159 | Strings        | Index/Slice          | 02/15/2020 20:48:40 |  1 |  1
 jac159 | Strings        | Join                 | 02/15/2020 20:48:40 |  1 |  1
 jac159 | Strings        | Split                | 02/15/2020 20:48:40 |  1 |  1
 do59   | Lists          | Adding               | 02/15/2020 21:02:05 |  5 |  5
 do59   | Lists          | Appending            | 02/15/2020 21:02:05 |  4 |  5
 do59   | Math operators | Exponents            | 02/15/2020 21:02:05 |  5 |  5
 do59   | Math operators | Floor Division       | 02/15/2020 21:02:05 |  5 |  5
 do59   | Math operators | Mod                  | 02/15/2020 21:02:05 |  5 |  5
 do59   | Strings        | Find                 | 02/15/2020 21:02:05 |  5 |  5
 do59   | Strings        | Index/Slice          | 02/15/2020 21:02:05 |  5 |  5
 do59   | Strings        | Join                 | 02/15/2020 21:02:05 |  5 |  5
 do59   | Strings        | Split                | 02/15/2020 21:02:05 |  5 |  5
 do59   | Lists          | Adding               | 02/15/2020 21:02:13 |  5 |  5
 do59   | Lists          | Appending            | 02/15/2020 21:02:13 |  4 |  5
 do59   | Math operators | Exponents            | 02/15/2020 21:02:13 |  5 |  5
 do59   | Math operators | Floor Division       | 02/15/2020 21:02:13 |  5 |  5
 do59   | Math operators | Mod                  | 02/15/2020 21:02:13 |  5 |  5
 do59   | Strings        | Find                 | 02/15/2020 21:02:13 |  5 |  5
 do59   | Strings        | Index/Slice          | 02/15/2020 21:02:13 |  5 |  5
 do59   | Strings        | Join                 | 02/15/2020 21:02:13 |  5 |  5
 do59   | Strings        | Split                | 02/15/2020 21:02:13 |  5 |  5
 jac159 | Lists          | Appending            | 02/15/2020 21:53:40 |  1 |  1
 jac159 | Math operators | Exponents            | 02/15/2020 21:53:40 |  1 |  1
 jac159 | Math operators | Floor Division       | 02/15/2020 21:53:40 |  1 |  1
 jac159 | Math operators | Mod                  | 02/15/2020 21:53:40 |  1 |  1
 jac159 | Strings        | Find                 | 02/15/2020 21:53:40 |  1 |  1
 jac159 | Strings        | Index/Slice          | 02/15/2020 21:53:40 |  1 |  1
 jac159 | Strings        | Join                 | 02/15/2020 21:53:40 |  0 |  1
 jac159 | Strings        | Split                | 02/15/2020 21:53:40 |  1 |  1
 jac159 | Lists          | Appending            | 02/15/2020 21:59:28 |  1 |  1
 jac159 | Math operators | Exponents            | 02/15/2020 21:59:28 |  0 |  1
 jac159 | Math operators | Floor Division       | 02/15/2020 21:59:28 |  1 |  1
 jac159 | Math operators | Mod                  | 02/15/2020 21:59:28 |  1 |  1
 jac159 | Strings        | Find                 | 02/15/2020 21:59:28 |  1 |  1
 jac159 | Strings        | Index/Slice          | 02/15/2020 21:59:28 |  1 |  1
 jac159 | Strings        | Join                 | 02/15/2020 21:59:28 |  1 |  1
 jac159 | Strings        | Split                | 02/15/2020 21:59:28 |  1 |  1
 cd283  | Tuples         | Reassignment         | 02/15/2020 22:03:34 |  0 |  1
 jac159 | Lists          | Appending            | 02/15/2020 22:09:25 |  1 |  1
 jac159 | Math operators | Exponents            | 02/15/2020 22:09:25 |  1 |  1
 jac159 | Math operators | Floor Division       | 02/15/2020 22:09:25 |  1 |  1
 jac159 | Math operators | Mod                  | 02/15/2020 22:09:25 |  1 |  1
 jac159 | Strings        | Find                 | 02/15/2020 22:09:25 |  1 |  1
 jac159 | Strings        | Index/Slice          | 02/15/2020 22:09:25 |  1 |  1
 jac159 | Strings        | Join                 | 02/15/2020 22:09:25 |  1 |  1
 jac159 | Strings        | Split                | 02/15/2020 22:09:25 |  1 |  1
 jac159 | Lists          | Appending            | 02/15/2020 22:14:06 |  1 |  1
 jac159 | Math operators | Exponents            | 02/15/2020 22:14:06 |  1 |  1
 jac159 | Math operators | Floor Division       | 02/15/2020 22:14:06 |  1 |  1
 jac159 | Math operators | Mod                  | 02/15/2020 22:14:06 |  1 |  1
 jac159 | Strings        | Find                 | 02/15/2020 22:14:06 |  1 |  1
 jac159 | Strings        | Index/Slice          | 02/15/2020 22:14:06 |  1 |  1
 jac159 | Strings        | Join                 | 02/15/2020 22:14:06 |  1 |  1
 jac159 | Strings        | Split                | 02/15/2020 22:14:06 |  1 |  1
 jac159 | Tuples         | Reassignment         | 02/15/2020 22:14:06 |  0 |  1
 mm793  | Strings        | Split                | 02/15/2020 22:25:15 |  3 |  5
 mm793  | Strings        | Split                | 02/15/2020 22:26:07 |  5 |  5
 mm793  | Strings        | Split                | 02/15/2020 22:26:48 |  5 |  5
 mm793  | Lists          | Appending            | 02/15/2020 22:38:59 |  4 |  4
 mm793  | Strings        | Find                 | 02/15/2020 22:38:59 |  4 |  4
 mm793  | Strings        | Join                 | 02/15/2020 22:38:59 |  3 |  4
 sf218  | Lists          | Adding               | 02/15/2020 23:10:21 |  1 |  1
 sf218  | Lists          | Appending            | 02/15/2020 23:10:21 |  1 |  1
 sf218  | Math operators | Exponents            | 02/15/2020 23:10:21 |  2 |  2
 sf218  | Math operators | Floor Division       | 02/15/2020 23:10:21 |  2 |  2
 sf218  | Math operators | Mod                  | 02/15/2020 23:10:21 |  2 |  2
 sf218  | Strings        | Find                 | 02/15/2020 23:10:21 |  2 |  2
 sf218  | Strings        | Index/Slice          | 02/15/2020 23:10:21 |  2 |  2
 sf218  | Strings        | Join                 | 02/15/2020 23:10:21 |  1 |  2
 sf218  | Strings        | Split                | 02/15/2020 23:10:21 |  2 |  2
 sf218  | Lists          | Adding               | 02/15/2020 23:16:56 |  1 |  1
 sf218  | Lists          | Appending            | 02/15/2020 23:16:56 |  1 |  1
 sf218  | Math operators | Exponents            | 02/15/2020 23:16:56 |  2 |  2
 sf218  | Math operators | Floor Division       | 02/15/2020 23:16:56 |  2 |  2
 sf218  | Math operators | Mod                  | 02/15/2020 23:16:56 |  2 |  2
 sf218  | Strings        | Find                 | 02/15/2020 23:16:56 |  2 |  2
 sf218  | Strings        | Index/Slice          | 02/15/2020 23:16:56 |  2 |  2
 sf218  | Strings        | Join                 | 02/15/2020 23:16:56 |  0 |  2
 sf218  | Strings        | Split                | 02/15/2020 23:16:56 |  2 |  2
 dr222  | Lists          | Adding               | 02/15/2020 23:23:06 |  3 |  3
 dr222  | Lists          | Appending            | 02/15/2020 23:23:06 |  1 |  3
 dr222  | Strings        | Find                 | 02/15/2020 23:23:06 |  3 |  3
 dr222  | Strings        | Index/Slice          | 02/15/2020 23:23:06 |  3 |  3
 dr222  | Strings        | Join                 | 02/15/2020 23:23:06 |  3 |  4
 dr222  | Strings        | Split                | 02/15/2020 23:23:06 |  4 |  4
 sf218  | Lists          | Adding               | 02/15/2020 23:25:39 |  2 |  2
 sf218  | Lists          | Appending            | 02/15/2020 23:25:39 |  2 |  2
 sf218  | Strings        | Find                 | 02/15/2020 23:25:39 |  3 |  3
 sf218  | Strings        | Index/Slice          | 02/15/2020 23:25:39 |  3 |  3
 sf218  | Strings        | Join                 | 02/15/2020 23:25:39 |  2 |  3
 sf218  | Strings        | Split                | 02/15/2020 23:25:39 |  3 |  3
 jej34  | Strings        | Index/Slice          | 02/15/2020 23:29:06 |  6 |  6
 jej34  | Strings        | Join                 | 02/15/2020 23:29:06 |  3 |  7
 jej34  | Strings        | Split                | 02/15/2020 23:29:06 |  7 |  7
 cd283  | Math operators | Exponents            | 02/15/2020 23:41:09 |  5 |  5
 mco23  | Strings        | Find                 | 02/15/2020 23:43:06 |  1 |  1
 mco23  | Strings        | Index/Slice          | 02/15/2020 23:43:06 |  1 |  1
 mco23  | Strings        | Join                 | 02/15/2020 23:43:06 |  1 |  1
 mco23  | Strings        | Split                | 02/15/2020 23:43:06 |  1 |  1
 cd283  | Math operators | Floor Division       | 02/15/2020 23:43:16 |  4 |  4
 as817  | Lists          | Pointers             | 02/15/2020 23:50:25 |  1 |  1
 as817  | Lists          | Pointers             | 02/15/2020 23:50:43 |  0 |  1
 as817  | Lists          | Pointers             | 02/15/2020 23:51:20 |  1 |  1
 as817  | Lists          | Pointers             | 02/15/2020 23:51:54 |  1 |  1
 as817  | Lists          | Pointers             | 02/15/2020 23:52:09 |  0 |  1
 as817  | Lists          | Pointers             | 02/15/2020 23:56:38 |  2 |  5
 cd283  | Math operators | Mod                  | 02/15/2020 23:56:54 |  4 |  5
 as817  | Lists          | Pointers             | 02/15/2020 23:57:19 |  1 |  1
 cd283  | Strings        | Find                 | 02/16/2020 00:13:26 |  1 |  5
 cd283  | Strings        | Find                 | 02/16/2020 00:18:33 |  5 |  5
 cd283  | Strings        | Index/Slice          | 02/16/2020 00:24:45 |  5 |  5
 cd283  | Strings        | Join                 | 02/16/2020 00:34:36 |  5 |  5
 cd283  | Strings        | Split                | 02/16/2020 00:34:36 |  5 |  5
 fab21  | Strings        | Concatenation        | 02/16/2020 01:30:33 |  1 |  1
 fab21  | Strings        | Find                 | 02/16/2020 01:30:33 |  1 |  1
 fab21  | Strings        | Index/Slice          | 02/16/2020 01:30:33 |  1 |  1
 fab21  | Strings        | Join                 | 02/16/2020 01:30:33 |  0 |  1
 fab21  | Strings        | Split                | 02/16/2020 01:30:33 |  0 |  1
 sk586  | Lists          | Adding               | 02/16/2020 02:43:56 |  2 |  2
 sk586  | Lists          | Appending            | 02/16/2020 02:43:56 |  1 |  2
 sk586  | Lists          | Pointers             | 02/16/2020 02:43:56 |  2 |  2
 sk586  | Math operators | Exponents            | 02/16/2020 02:43:56 |  2 |  2
 sk586  | Math operators | Floor Division       | 02/16/2020 02:43:56 |  2 |  2
 sk586  | Math operators | Mod                  | 02/16/2020 02:43:56 |  2 |  2
 sk586  | Strings        | Concatenation        | 02/16/2020 02:43:56 |  2 |  2
 sk586  | Strings        | Find                 | 02/16/2020 02:43:56 |  2 |  2
 sk586  | Strings        | Index/Slice          | 02/16/2020 02:43:56 |  3 |  3
 sk586  | Strings        | Join                 | 02/16/2020 02:43:56 |  1 |  3
 sk586  | Strings        | Split                | 02/16/2020 02:43:56 |  1 |  3
 sk586  | Lists          | Adding               | 02/16/2020 02:45:08 |  1 |  1
 wmr11  | Strings        | Concatenation        | 02/16/2020 02:49:11 |  1 |  1
 wmr11  | Strings        | Join                 | 02/16/2020 02:49:11 |  1 |  1
 wmr11  | Strings        | Concatenation        | 02/16/2020 02:49:21 |  1 |  1
 wmr11  | Strings        | Find                 | 02/16/2020 02:49:21 |  0 |  1
 wmr11  | Strings        | Join                 | 02/16/2020 02:49:21 |  0 |  1
 wmr11  | Strings        | Split                | 02/16/2020 02:49:21 |  0 |  1
 wmr11  | Strings        | Concatenation        | 02/16/2020 02:51:34 |  0 |  1
 wmr11  | Strings        | Find                 | 02/16/2020 02:51:34 |  1 |  1
 wmr11  | Strings        | Index/Slice          | 02/16/2020 02:51:34 |  1 |  1
 wmr11  | Strings        | Join                 | 02/16/2020 02:51:34 |  0 |  1
 wmr11  | Strings        | Split                | 02/16/2020 02:51:34 |  1 |  1
 wmr11  | Strings        | Concatenation        | 02/16/2020 03:00:29 |  1 |  1
 wmr11  | Strings        | Find                 | 02/16/2020 03:00:29 |  1 |  1
 wmr11  | Strings        | Index/Slice          | 02/16/2020 03:00:29 |  0 |  1
 wmr11  | Strings        | Join                 | 02/16/2020 03:00:29 |  1 |  1
 wmr11  | Strings        | Split                | 02/16/2020 03:00:29 |  1 |  1
 jej34  | Strings        | Index/Slice          | 02/16/2020 03:09:46 |  7 |  7
 jej34  | Strings        | Join                 | 02/16/2020 03:09:46 |  8 |  8
 msg41  | Lists          | Adding               | 02/16/2020 04:38:04 |  4 | 10
 msg41  | Lists          | Appending            | 02/16/2020 04:43:42 |  2 |  5
 msg41  | Lists          | Pointers             | 02/16/2020 04:49:06 |  5 |  5
 msg41  | Math operators | Exponents            | 02/16/2020 04:51:29 |  4 |  4
 msg41  | Math operators | Floor Division       | 02/16/2020 04:52:08 |  5 |  5
 msg41  | Math operators | Mod                  | 02/16/2020 04:53:14 |  5 |  5
 msg41  | Strings        | Concatenation        | 02/16/2020 04:54:15 |  5 |  5
 msg41  | Strings        | Find                 | 02/16/2020 04:54:54 |  5 |  5
 msg41  | Strings        | Index/Slice          | 02/16/2020 04:56:27 |  5 |  5
 msg41  | Strings        | Join                 | 02/16/2020 05:01:12 |  0 |  5
 msg41  | Strings        | Split                | 02/16/2020 05:02:41 |  4 |  5
 jc721  | Lists          | Adding               | 02/16/2020 07:12:09 |  1 |  1
 jc721  | Lists          | Appending            | 02/16/2020 07:12:09 |  0 |  1
 jc721  | Lists          | Pointers             | 02/16/2020 07:12:09 |  2 |  2
 jc721  | Math operators | Exponents            | 02/16/2020 07:12:09 |  2 |  2
 jc721  | Math operators | Floor Division       | 02/16/2020 07:12:09 |  2 |  2
 jc721  | Math operators | Mod                  | 02/16/2020 07:12:09 |  2 |  2
 jc721  | Strings        | Concatenation        | 02/16/2020 07:12:09 |  2 |  2
 jc721  | Strings        | Find                 | 02/16/2020 07:12:09 |  0 |  2
 jc721  | Strings        | Index/Slice          | 02/16/2020 07:12:09 |  2 |  2
 jc721  | Strings        | Join                 | 02/16/2020 07:12:09 |  1 |  2
 jc721  | Strings        | Split                | 02/16/2020 07:12:09 |  0 |  2
 ab694  | Lists          | Adding               | 02/16/2020 15:09:43 |  5 |  5
 ab694  | Lists          | Appending            | 02/16/2020 15:22:35 |  1 |  1
 ab694  | Lists          | Appending            | 02/16/2020 15:26:42 |  0 |  1
 ab694  | Lists          | Appending            | 02/16/2020 15:30:43 |  5 |  5
 ab694  | Lists          | Pointers             | 02/16/2020 15:56:46 |  4 |  5
 ab694  | Math operators | Exponents            | 02/16/2020 16:01:33 |  4 |  4
 ab694  | Math operators | Floor Division       | 02/16/2020 16:02:43 |  5 |  5
 sn181  | Lists          | Adding               | 02/16/2020 16:03:27 |  2 |  5
 sn181  | Lists          | Appending            | 02/16/2020 16:03:27 |  3 |  5
 sn181  | Lists          | Pointers             | 02/16/2020 16:03:27 |  4 |  5
 ab694  | Math operators | Mod                  | 02/16/2020 16:08:03 |  5 |  5
 ab694  | Math operators | Mod                  | 02/16/2020 16:10:28 |  5 |  5
 ab694  | Strings        | Concatenation        | 02/16/2020 16:20:16 |  5 |  5
 ab694  | Strings        | Find                 | 02/16/2020 16:21:31 |  4 |  5
 ab694  | Strings        | Find                 | 02/16/2020 16:23:50 |  5 |  5
 ab694  | Strings        | Index/Slice          | 02/16/2020 16:29:34 |  5 |  5
 ab694  | Strings        | Join                 | 02/16/2020 16:31:34 |  1 |  5
 ab694  | Strings        | Join                 | 02/16/2020 16:37:08 |  5 |  5
 ab694  | Strings        | Split                | 02/16/2020 16:38:29 |  5 |  5
 sk586  | Lists          | Adding               | 02/16/2020 17:06:01 |  2 |  2
 sk586  | Lists          | Appending            | 02/16/2020 17:06:01 |  2 |  2
 sk586  | Lists          | Pointers             | 02/16/2020 17:06:01 |  2 |  2
 sk586  | Math operators | Exponents            | 02/16/2020 17:06:01 |  2 |  2
 sk586  | Math operators | Floor Division       | 02/16/2020 17:06:01 |  2 |  2
 sk586  | Math operators | Mod                  | 02/16/2020 17:06:01 |  2 |  2
 sk586  | Strings        | Concatenation        | 02/16/2020 17:06:01 |  2 |  2
 sk586  | Strings        | Find                 | 02/16/2020 17:06:01 |  1 |  2
 sk586  | Strings        | Index/Slice          | 02/16/2020 17:06:01 |  3 |  3
 sk586  | Strings        | Join                 | 02/16/2020 17:06:01 |  0 |  3
 sk586  | Strings        | Split                | 02/16/2020 17:06:01 |  3 |  3
 ab694  | Strings        | Split                | 02/16/2020 17:07:41 |  3 |  5
 sk586  | Lists          | Adding               | 02/16/2020 17:13:21 |  2 |  2
 sk586  | Lists          | Appending            | 02/16/2020 17:13:21 |  2 |  2
 sk586  | Lists          | Pointers             | 02/16/2020 17:13:21 |  2 |  2
 sk586  | Math operators | Exponents            | 02/16/2020 17:13:21 |  2 |  2
 sk586  | Math operators | Floor Division       | 02/16/2020 17:13:21 |  2 |  2
 sk586  | Math operators | Mod                  | 02/16/2020 17:13:21 |  2 |  2
 sk586  | Strings        | Concatenation        | 02/16/2020 17:13:21 |  2 |  2
 sk586  | Strings        | Find                 | 02/16/2020 17:13:21 |  2 |  2
 sk586  | Strings        | Index/Slice          | 02/16/2020 17:13:21 |  3 |  3
 sk586  | Strings        | Join                 | 02/16/2020 17:13:21 |  3 |  3
 sk586  | Strings        | Split                | 02/16/2020 17:13:21 |  3 |  3
 smj69  | Lists          | Adding               | 02/16/2020 19:04:49 |  1 |  1
 smj69  | Lists          | Appending            | 02/16/2020 19:04:49 |  1 |  1
 smj69  | Lists          | Pointers             | 02/16/2020 19:04:49 |  2 |  2
 smj69  | Math operators | Exponents            | 02/16/2020 19:04:49 |  1 |  1
 smj69  | Math operators | Floor Division       | 02/16/2020 19:04:49 |  2 |  2
 smj69  | Math operators | Mod                  | 02/16/2020 19:04:49 |  2 |  2
 smj69  | Strings        | Concatenation        | 02/16/2020 19:04:49 |  2 |  2
 smj69  | Strings        | Find                 | 02/16/2020 19:04:49 |  2 |  2
 smj69  | Strings        | Index/Slice          | 02/16/2020 19:04:49 |  2 |  2
 smj69  | Strings        | Join                 | 02/16/2020 19:04:49 |  2 |  2
 smj69  | Strings        | Split                | 02/16/2020 19:04:49 |  2 |  2
 jej34  | Lists          | Pointers             | 02/16/2020 19:29:43 |  4 |  4
 kbc24  | Lists          | Appending            | 02/16/2020 20:20:20 |  1 |  1
 kbc24  | Lists          | Pointers             | 02/16/2020 20:20:20 |  1 |  1
 kbc24  | Math operators | Exponents            | 02/16/2020 20:20:20 |  1 |  1
 kbc24  | Math operators | Floor Division       | 02/16/2020 20:20:20 |  1 |  1
 kbc24  | Math operators | Mod                  | 02/16/2020 20:20:20 |  1 |  1
 kbc24  | Strings        | Concatenation        | 02/16/2020 20:20:20 |  1 |  1
 kbc24  | Strings        | Find                 | 02/16/2020 20:20:20 |  1 |  1
 kbc24  | Strings        | Index/Slice          | 02/16/2020 20:20:20 |  1 |  1
 kbc24  | Strings        | Join                 | 02/16/2020 20:20:20 |  0 |  1
 kbc24  | Strings        | Split                | 02/16/2020 20:20:20 |  1 |  1
 jac159 | Lists          | Appending            | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Lists          | Pointers             | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Math operators | Exponents            | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Math operators | Floor Division       | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Math operators | Mod                  | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Strings        | Concatenation        | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Strings        | Find                 | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Strings        | Index/Slice          | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Strings        | Join                 | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Strings        | Split                | 02/16/2020 20:21:02 |  1 |  1
 jac159 | Lists          | Appending            | 02/16/2020 20:25:47 |  1 |  1
 jac159 | Lists          | Pointers             | 02/16/2020 20:25:47 |  1 |  1
 jac159 | Math operators | Exponents            | 02/16/2020 20:25:47 |  1 |  1
 jac159 | Math operators | Floor Division       | 02/16/2020 20:25:47 |  1 |  1
 jac159 | Math operators | Mod                  | 02/16/2020 20:25:47 |  1 |  1
 jac159 | Strings        | Concatenation        | 02/16/2020 20:25:47 |  1 |  1
 jac159 | Strings        | Find                 | 02/16/2020 20:25:47 |  1 |  1
 jac159 | Strings        | Index/Slice          | 02/16/2020 20:25:47 |  1 |  1
 jac159 | Strings        | Join                 | 02/16/2020 20:25:47 |  0 |  1
 jac159 | Strings        | Split                | 02/16/2020 20:25:47 |  1 |  1
 kbc24  | Lists          | Appending            | 02/16/2020 20:26:17 |  1 |  1
 kbc24  | Lists          | Pointers             | 02/16/2020 20:26:17 |  1 |  1
 kbc24  | Math operators | Exponents            | 02/16/2020 20:26:17 |  1 |  1
 kbc24  | Math operators | Floor Division       | 02/16/2020 20:26:17 |  1 |  1
 kbc24  | Math operators | Mod                  | 02/16/2020 20:26:17 |  1 |  1
 kbc24  | Strings        | Concatenation        | 02/16/2020 20:26:17 |  1 |  1
 kbc24  | Strings        | Find                 | 02/16/2020 20:26:17 |  1 |  1
 kbc24  | Strings        | Index/Slice          | 02/16/2020 20:26:17 |  1 |  1
 kbc24  | Strings        | Join                 | 02/16/2020 20:26:17 |  0 |  1
 kbc24  | Strings        | Split                | 02/16/2020 20:26:17 |  1 |  1
 jac159 | Strings        | Concatenation        | 02/16/2020 20:29:09 |  2 |  2
 jac159 | Strings        | Index/Slice          | 02/16/2020 20:29:09 |  2 |  2
 jac159 | Strings        | Join                 | 02/16/2020 20:29:09 |  3 |  3
 jac159 | Strings        | Split                | 02/16/2020 20:29:09 |  3 |  3
 dmh75  | Lists          | Adding               | 02/16/2020 20:33:38 |  1 |  1
 dmh75  | Lists          | Appending            | 02/16/2020 20:33:38 |  0 |  1
 dmh75  | Lists          | Pointers             | 02/16/2020 20:33:38 |  2 |  2
 dmh75  | Math operators | Exponents            | 02/16/2020 20:33:38 |  2 |  2
 dmh75  | Math operators | Floor Division       | 02/16/2020 20:33:38 |  2 |  2
 dmh75  | Math operators | Mod                  | 02/16/2020 20:33:38 |  2 |  2
 dmh75  | Strings        | Concatenation        | 02/16/2020 20:33:38 |  2 |  2
 dmh75  | Strings        | Find                 | 02/16/2020 20:33:38 |  2 |  2
 dmh75  | Strings        | Index/Slice          | 02/16/2020 20:33:38 |  2 |  2
 dmh75  | Strings        | Join                 | 02/16/2020 20:33:38 |  0 |  2
 dmh75  | Strings        | Split                | 02/16/2020 20:33:38 |  1 |  2
 dmh75  | Lists          | Adding               | 02/16/2020 20:46:36 |  1 |  1
 dmh75  | Lists          | Appending            | 02/16/2020 20:46:36 |  1 |  1
 dmh75  | Lists          | Pointers             | 02/16/2020 20:46:36 |  1 |  2
 dmh75  | Math operators | Exponents            | 02/16/2020 20:46:36 |  2 |  2
 dmh75  | Math operators | Floor Division       | 02/16/2020 20:46:36 |  2 |  2
 dmh75  | Math operators | Mod                  | 02/16/2020 20:46:36 |  2 |  2
 dmh75  | Strings        | Concatenation        | 02/16/2020 20:46:36 |  2 |  2
 dmh75  | Strings        | Find                 | 02/16/2020 20:46:36 |  2 |  2
 dmh75  | Strings        | Index/Slice          | 02/16/2020 20:46:36 |  2 |  2
 dmh75  | Strings        | Join                 | 02/16/2020 20:46:36 |  1 |  2
 dmh75  | Strings        | Split                | 02/16/2020 20:46:36 |  2 |  2
 hz190  | Lists          | Adding               | 02/16/2020 20:47:32 |  9 | 10
 dmh75  | Lists          | Adding               | 02/16/2020 20:59:48 |  0 |  1
 dmh75  | Lists          | Appending            | 02/16/2020 20:59:48 |  1 |  1
 dmh75  | Lists          | Pointers             | 02/16/2020 20:59:48 |  2 |  2
 dmh75  | Math operators | Exponents            | 02/16/2020 20:59:48 |  2 |  2
 dmh75  | Math operators | Floor Division       | 02/16/2020 20:59:48 |  2 |  2
 dmh75  | Math operators | Mod                  | 02/16/2020 20:59:48 |  2 |  2
 dmh75  | Strings        | Concatenation        | 02/16/2020 20:59:48 |  2 |  2
 dmh75  | Strings        | Find                 | 02/16/2020 20:59:48 |  2 |  2
 dmh75  | Strings        | Index/Slice          | 02/16/2020 20:59:48 |  1 |  2
 dmh75  | Strings        | Join                 | 02/16/2020 20:59:48 |  2 |  2
 dmh75  | Strings        | Split                | 02/16/2020 20:59:48 |  2 |  2
 hz190  | Lists          | Appending            | 02/16/2020 20:59:51 |  5 |  5
 hz190  | Lists          | Pointers             | 02/16/2020 20:59:51 |  5 |  5
 hz190  | Math operators | Exponents            | 02/16/2020 21:01:17 |  4 |  4
 hz190  | Math operators | Floor Division       | 02/16/2020 21:01:17 |  5 |  5
 hz190  | Math operators | Exponents            | 02/16/2020 21:02:45 |  4 |  4
 hz190  | Math operators | Floor Division       | 02/16/2020 21:02:45 |  5 |  5
 hz190  | Math operators | Mod                  | 02/16/2020 21:04:45 |  5 |  5
 hz190  | Strings        | Concatenation        | 02/16/2020 21:04:45 |  3 |  5
 hz190  | Math operators | Mod                  | 02/16/2020 21:05:55 |  5 |  5
 hz190  | Strings        | Concatenation        | 02/16/2020 21:05:55 |  5 |  5
 hz190  | Strings        | Find                 | 02/16/2020 21:10:00 |  0 |  5
 hz190  | Strings        | Index/Slice          | 02/16/2020 21:10:00 |  5 |  5
 dmh75  | Lists          | Adding               | 02/16/2020 21:10:33 |  1 |  1
 dmh75  | Lists          | Appending            | 02/16/2020 21:10:33 |  1 |  1
 dmh75  | Lists          | Pointers             | 02/16/2020 21:10:33 |  2 |  2
 dmh75  | Math operators | Exponents            | 02/16/2020 21:10:33 |  2 |  2
 dmh75  | Math operators | Floor Division       | 02/16/2020 21:10:33 |  2 |  2
 dmh75  | Math operators | Mod                  | 02/16/2020 21:10:33 |  2 |  2
 dmh75  | Strings        | Concatenation        | 02/16/2020 21:10:33 |  2 |  2
 dmh75  | Strings        | Find                 | 02/16/2020 21:10:33 |  2 |  2
 dmh75  | Strings        | Index/Slice          | 02/16/2020 21:10:33 |  2 |  2
 dmh75  | Strings        | Join                 | 02/16/2020 21:10:33 |  2 |  2
 dmh75  | Strings        | Split                | 02/16/2020 21:10:33 |  2 |  2
 hz190  | Strings        | Find                 | 02/16/2020 21:11:28 |  5 |  5
 hz190  | Strings        | Index/Slice          | 02/16/2020 21:11:28 |  5 |  5
